Product Code,Product Description,Product Category Code,Tharisa PLC (1),Main Catagory (2),Sub Area (3),Product Category Description,Plant Area (4),STAT GROUP (5),STAT GROUP (6),STAT GROUP (7),STAT GROUP (8),Item Status,Statistical Group Code, Statistical Group Code Description , Bin Location , Bin Location Type , Quantity On Order , Stock On Hand , Max Stock QTY , Reorder QTY , Safety Stock QTY ,Moving Average Price, Total Value of Item 
270100056,GEARBOX STM - OMP 190/3 20:1 D200 B5 C/W 30KW MOTOR,2701,Plant WH1,Processing,Conveyors,Gearboxes,N/A 4,N/A 3,N/A 2,N/A 1,,Active,,  , AAA , DEF , -   ,3,3, -   , R 2.00 ,"$148,000.00 ","444,000.00"
270100057,RECONNED - GEARBOX STM - OMP 190/3 20:1 D200 B5 C/W 30KW MOTOR,2701,Plant WH1,Processing,Conveyors,Gearboxes,N/A 4,N/A 3,N/A 2,N/A 1,,Active,,  ,  ,  , -   , -   , -   , -   , R -   , $-   , -   
280100002,GRIZZLY FEEDER COUPLING - EN24T - PRIM CRUSHER VOYAGER,2801,Plant WH1,Processing,ROM,Grizzly's,Voyager,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AT13501 , RACAR , -   ,2,2, -   , R 1.00 ,"$7,870.00 ","15,740.00"
280100005,TIP BIN STATIC GRIZZLY - 01-MP-000-004R1 - GENESIS PLANT ROMPAD,2801,Plant WH1,Processing,ROM,Grizzly's,Genesis,N/A 3,N/A 2,N/A 1,,Active,STA, Strategic Stock , AAA , DEF , -   ,1,1, -   , R 1.00 ,"$498,100.00 ","498,100.00"
280100006,BEAM - TIP BIN STATIC GRIZZLY - VRN-THA-001-2017 - GENESIS PLANT ROMPAD,2801,Plant WH1,Processing,ROM,Grizzly's,Genesis,N/A 3,N/A 2,N/A 1,,Active,STA, Strategic Stock , AAA , DEF ,1,1,1, -   , R 1.00 ,"$321,377.50 ","321,377.50"
280100007,STATIC GRIZZLY - INTERLOCKING PANNEL 1 UNIT WITH CHAMFERING FOR THE DEFLECTION OF PECKER - VOYAGER PLANT ROMPAD,2801,Plant WH1,Processing,ROM,Grizzly's,Voyager,N/A 3,N/A 2,N/A 1,,Active,STA, Strategic Stock , AAA , DEF , -   ,3,3, -   , R 2.00 ,"$490,070.00 ","1,470,210.00"
290100003,"HYDRAULIC  HOSE ASSEMBLY - 1,5M - SPIRAL PLANT GLAND WATER",2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,SLO, Slow Moving Stock , AAA , DEF , -   ,3,6, -   , R 3.00 ,$987.80 ,"2,963.40"
290100004,"HYDRAULIC  HOSE ASSEMBLY - 2,5M - SPIRAL PLANT GLAND WATER",2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,SLO, Slow Moving Stock , AAA , DEF , -   ,2,2, -   , R 1.00 ,"$1,493.00 ","2,986.00"
290100005,"HYDRAULIC  HOSE ASSEMBLY 1"" - 0.7M - GLAND WATER",2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,SLO, Slow Moving Stock , AAA , DEF , -   ,2,3, -   , R 2.00 ,$548.00 ,"1,096.00"
290100006,CRUSHPRO - BREATHER - TR2 - TERS CRUSHER VOYAGER,2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , BL02 , YRD , -   ,1,1, -   , R 1.00 ,$224.00 ,224
290100007,CRUSHPRO - LEVEL SWITCH - KS-F-32-150-200 - TERS CRUSHER VOYAGER,2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , BL02 , YRD , -   ,1,1, -   , R 1.00 ,"$2,926.00 ","2,926.00"
290100008,CRUSHPRO - FILTER ELEMENT (TANK TOP FILTER) - CR112C10R - TERS CRUSHER VOYAGER,2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , BL02 , YRD , -   ,2,2, -   , R 2.00 ,$198.00 ,396
290100009,CRUSHPRO - CJC OFF LIE FILTER ELEMENT - PA5601340 - TERS CRUSHER VOYAGER,2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , BL02 , YRD , -   ,2,2, -   , R 2.00 ,"$3,213.55 ","6,427.10"
290100010,CRUSHPRO - GEAR PUMP - ALP2-D-10-FG - TERS CRUSHER VOYAGER,2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , BL02 , YRD , -   ,1,1, -   , R 1.00 ,"$3,496.00 ","3,496.00"
290100011,CRUSHPRO -GEAR PUMP - ALP2-D-40-FG  - TERS CRUSHER VOYAGER,2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , BL02 , YRD , -   ,1,1, -   , R 1.00 ,"$3,612.00 ","3,612.00"
290100012,"CRUSHPRO - HIGH PRESSURE PUMP - SKP04-1,53-700-7,53-100-P-B - TERS CRUSHER VOYAGER",2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , BL02 , YRD , -   ,1,1, -   , R 1.00 ,"$37,338.00 ","37,338.00"
290100013,CRUSHPRO -RELIEF VALVE - RV1-10-S-0-30/  - TERS CRUSHER VOYAGER,2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , BL02 , YRD , -   ,1,1, -   , R 1.00 ,$762.00 ,762
290100014,CRUSHPRO - RELIEF VALVE - RV5-10-S-0-35/ - TERS CRUSHER VOYAGER,2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , BL02 , YRD , -   ,1,1, -   , R 1.00 ,$986.00 ,986
290100015,CRUSHPRO - LOAD/UNLOAD VALVE - SV3-10-0-00 - TERS CRUSHER VOYAGER,2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , BL02 , YRD , -   ,1,1, -   , R 1.00 ,"$1,100.00 ","1,100.00"
290100016,CRUSHPRO -LOAD/UNLOAD VALVE COIL - 110V AC - 300AA00085A  - TERS CRUSHER VOYAGER,2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , BL02 , YRD , -   ,2,2, -   , R 2.00 ,$468.00 ,936
290100017,CRUSHPRO - DIN PLUG - 110V AC - DIN PLUG - YELLOW LED  - TERS CRUSHER VOYAGER,2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , BL02 , YRD , -   ,1,1, -   , R 1.00 ,$90.00 ,90
290100018,CRUSHPRO -  DIRECTIONAL CONTROL VALVE - DG17V-OC-DETENT - TERS CRUSHER VOYAGER,2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , BL02 , YRD , -   ,1,1, -   , R 1.00 ,"$8,394.00 ","8,394.00"
290100019,CRUSHPRO -  PILOT - OPERATED CHECK VALVE - VRPE140 - TERS CRUSHER VOYAGER,2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , BL02 , YRD , -   ,1,1, -   , R 1.00 ,"$1,968.00 ","1,968.00"
290100020,CRUSHPRO - FLOW DIVIDER - FD50-45 - TERS CRUSHER VOYAGER,2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , BL02 , YRD , -   ,1,1, -   , R 1.00 ,"$2,100.00 ","2,100.00"
290100021,CRUSHPRO -HIGH PRESSURE RELIEF VALVE - DV700-6-E-700  - TERS CRUSHER VOYAGER,2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , BL02 , YRD , -   ,1,1, -   , R 1.00 ,"$3,619.00 ","3,619.00"
290100022,CRUSHPRO - HIGH PRESSURE DIRECTIONAL VALVE - HSV700 6-4/3 - UCR- HR-P A-00  - TERS CRUSHER VOYAGER,2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , BL02 , YRD , -   ,1,1, -   , R 1.00 ,"$8,154.00 ","8,154.00"
290100023,CRUSHPRO - ACCUMULATOR - AS3P360GO  - TERS CRUSHER VOYAGER,2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , BL02 , YRD , -   ,1,1, -   , R 1.00 ,"$7,546.00 ","7,546.00"
290100024,CRUSHPRO - PRESSURE SWITCH (WITH DIFFERENTIAL) - XMLB300D2S11  - TERS CRUSHER VOYAGER,2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , BL02 , YRD , -   ,1,1, -   , R 1.00 ,"$4,312.00 ","4,312.00"
290100025,"CRUSHPRO - HYDRAULIC MOTOR - 104-1626-1-1/4"" SPLINE OUTPUT (MAGNETO FLANGE)-160CC/rev - TERS CRUSHER VOYAGER",2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , BL02 , YRD , -   ,1,1, -   , R 1.00 ,"$15,323.00 ","15,323.00"
290100026,"CRUSHPRO - GEARBOX - 306 L2 - 1-1/4"" SPLINE INPUT (MAGNETO FLANGE) - TERS CRUSHER VOYAGER",2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , BL02 , YRD , -   ,1,1, -   , R 1.00 ,"$44,660.00 ","44,660.00"
290100027,CRUSHPRO - THREE PORT LOCK CYLINDER - 7050 - TERS CRUSHER VOYAGER,2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , BL02 , YRD , -   ,3,3, -   , R 3.00 ,"$28,650.00 ","85,950.00"
290100028,CRUSHPRO - HIGH PRESSURE JACKING CYLINDER - 7054 - TERS CRUSHER VOYAGER,2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , BL02 , YRD , -   ,1,1, -   , R 1.00 ,"$24,384.00 ","24,384.00"
290100029,CRUSHPRO - DIRECTIONAL CONTROL VALVE - DG17V-OC - NON-DETENT - TERS CRUSHER VOYAGER,2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , BL02 , YRD , -   ,1,1, -   , R 1.00 ,"$7,084.00 ","7,084.00"
290100030,HYTEC - FLEETGUARD HYD FILTER - HF6520 - FINE CONE CRUSHER GENESIS,2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , BEA101 , BEA , -   ,3,3, -   , R 3.00 ,$143.12 ,429.36
290100031,HYTEC - RETURN FILTER ELEMENT 25MIC - MF1002-P25 - JAW CRUSHER GENESIS,2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , BEA101 , BEA , -   ,5,5, -   , R 5.00 ,$296.00 ,"1,480.00"
290100032,CRUSHPRO - TRAMP RELEASE MANIFOLD - HYD-014,2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,,  ,  ,  ,4, -   ,4, -   , R 4.00 , $-   , -   
290100033,CRUSHPRO - BOWL LOCKING MANIFOLD - HYD-012,2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,,  ,  ,  ,4, -   ,4, -   , R 4.00 , $-   , -   
290100034,CRUSHPRO - MOTOR ROTATION MANIFOLD - HYD-013,2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,,  ,  ,  ,4, -   ,4, -   , R 4.00 , $-   , -   
290100035,CRUSHPRO - TRAMP RELEASE CIRCUIT DIRECTIONAL VALVE - 413/204F,2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,,  ,  ,  ,4, -   ,4, -   , R 4.00 , $-   , -   
290100036,CRUSHPRO - TANK RETURN LINE FILTER ELEMENT - HYD-016,2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,,  ,  ,  ,4, -   ,4, -   , R 4.00 , $-   , -   
290100037,CRUSHPRO - PILOT OPERATED CHECK VALVE - HYD-015,2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,,  ,  ,  ,4, -   ,4, -   , R 4.00 , $-   , -   
290100038,CRUSHPRO - BOWL LOCKING CIRCUIT PRESSURE SWITCH - HYD-017,2901,Plant WH1,Processing,Hydraulics,Hydraulic Systems,N/A 4,N/A 3,N/A 2,N/A 1,,Active,,  ,  ,  ,4, -   ,4, -   , R 4.00 , $-   , -   
300100001,TRANSMITTER - PRESURE VEGABAR 82 - B82.AXDNSAGISHXKIMXX C/W CERTEC MEASURING CELL,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AAA , DEF , -   ,4,2, -   , R 1.00 ,"$11,670.00 ","46,680.00"
300100002,TRANSMITTER - PRESURE VEGABAR 53 - BR53.XXGF1XHKMXS C/W METAL MEASURING CELL,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AAA , DEF , -   ,4,2, -   , R 1.00 ,"$13,655.00 ","54,620.00"
300100003,SWITCH - SPEED PN ASP-VIT094 - VOIGHT - FOR CONVEYOR BELT,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AAA , DEF , -   ,1,2, -   , R 1.00 ,"$7,318.60 ","7,318.60"
300100004,CABLE - 1MM X 1PAIR INSTRUMENT - DECKABOUND ARMOURD - 500M ROLL,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AAA , DEF , -   ,1,1, -   , R 1.00 ,"$5,925.00 ","5,925.00"
300100005,CABLE - 1MM X 2PAIR INSTRUMENT - DECKABOND ARMOURD - 500M ROLL,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Active,SLO, Slow Moving Stock , AAA , DEF , -   ,1,1, -   , R 1.00 ,"$9,450.25 ","9,450.25"
300100008,TRANSMITTER - VEGAPULS 62- PS62 - XXDAE2HKMXX -,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AAA , DEF , -   ,1,1, -   , R 1.00 ,"$43,579.62 ","43,579.62"
300100010,MODULE - PLICSCOM.XB,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AAA , DEF , -   ,1,1, -   , R 1.00 ,"$2,100.00 ","2,100.00"
300100011,VENT CAPTOR AIR FLOW METER POWER SUPPLY: 24V DC 4-20ma - 3205.30/30,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AAA , DEF , -   ,3,1, -   , R 1.00 ,"$7,700.00 ","23,100.00"
300100012,LEVEL TRANSMITTER ULTRASONIC VEGASON 61 (0-5M) - SN61.XXAGHKMXX - SF0008008-3,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AAA , DEF , -   ,1,2, -   , R 1.00 ,"$11,700.00 ","11,700.00"
300100021,ACTUATOR - GA749-1-ACT-EDA250-280-DA-245 - OK 70 ROUGHERS VOYAGER,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Obsolete,RED, Redundant Stock , AAA , DEF , -   ,1, -   , -   , R -   ,"$7,974.00 ","7,974.00"
300100022,ACTUATOR SEAL KIT- GA749-1-ESK-250 - OK 70 ROUGHERS VOYAGER,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Obsolete,RED, Redundant Stock , AAA , DEF , -   ,1, -   , -   , R -   ,$848.00 ,848
300100023,FEEDBACK ASSEMBLY FOR 350NB PLUG - GA749-1-SK51- OK 70 ROUGHERS VOYAGER,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Active,SLO, Slow Moving Stock , AAA , DEF , -   ,2,1, -   , R 1.00 ,"$2,496.50 ","4,993.00"
300100024,ACTUATOR - GA749-2-ACT-EDA250-280-DA-210  - 0K 70 LAST CELL VOYAGER,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Obsolete,RED, Redundant Stock , AAA , DEF , -   ,1, -   , -   , R -   ,"$7,974.00 ","7,974.00"
300100025,ACTUATOR SEAL KIT- GA749-2-ESK-250 - OK 70 LAST CELL VOYAGER,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Obsolete,RED, Redundant Stock , AAA , DEF , -   ,1, -   , -   , R -   ,$848.00 ,848
300100026,FEEDBACK ASSEMBLY FOR 300NB PLUG - GA749-2-SK51- OK 70 LAST CELL VOYAGER,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Active,SLO, Slow Moving Stock , AAA , DEF , -   ,1,1, -   , R 1.00 ,"$2,324.00 ","2,324.00"
300100027,ACTUATOR - GA749-3-ACT-EDA200-175-DA-140 - OK 30 CLEANERS VOYAGER,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Obsolete,RED, Redundant Stock , AAA , DEF , -   ,1, -   , -   , R -   ,"$5,940.00 ","5,940.00"
300100028,ACTUATOR SEAL KIT- GA749-3-ESK-200 - OK 30 CLEANERS VOYAGER,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Obsolete,RED, Redundant Stock , AAA , DEF , -   ,1, -   , -   , R -   ,$678.00 ,678
300100029,FEEDBACK ASSEMBLY FOR 200NB PLUG - GA749-3-SK51- OK 30 CLEANERS VOYAGER,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Active,SLO, Slow Moving Stock , AAA , DEF , -   ,1,1, -   , R 1.00 ,"$1,791.00 ","1,791.00"
300100030,ACTUATOR - GA749-5-ACT-EDA160-105-DA-105 - OK 10 RECLEANERS VOYAGER,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Obsolete,RED, Redundant Stock , AAA , DEF , -   ,1, -   , -   , R -   ,"$4,276.00 ","4,276.00"
300100031,ACTUATOR SEAL KIT- GA749-5-ACT -ESK-160 - OK 10 RECLEANERS VOYAGER,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Obsolete,RED, Redundant Stock , AAA , DEF , -   ,1, -   , -   , R -   ,$543.00 ,543
300100032,FEEDBACK ASSEMBLY FOR 150NB PLUG - GA749-SK51- OK 10 RECLEANERS VOYAGER,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Active,SLO, Slow Moving Stock , AAA , DEF , -   ,1,1, -   , R 1.00 ,"$1,433.00 ","1,433.00"
300100033,POSITIONER - EDP300.YO.H.2.5.1.A - D/ACTING ELECTRO - PNEUMAIC - FAIL SAFE,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AAA , DEF , -   ,4,4, -   , R 2.00 ,"$24,268.00 ","97,072.00"
300100034,TRANSMITTER - HONSBERG OM-IHFT092 GEAR FLOW - OMNI-VHZ-025GA - TX-DN25-3-150L/MIN,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AAA , DEF , -   ,2,2, -   , R 2.00 ,"$54,381.00 ","108,762.00"
300100035,TEMPERATURE PROBE - PT 100OHM RTD - AB/33997,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AAA , DEF , -   ,2,2, -   , R 2.00 ,"$1,245.00 ","2,490.00"
300100036,DISPLAY SAFMAG- WALL MOUNT DCP-4 PRO05 - 265V AC 50/60HZ,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AAA , DEF , -   ,2,2, -   , R 2.00 ,"$9,283.00 ","18,566.00"
300100037,SIGNAL CONVERTER SAFMAG- REMOTE MOUNT ACMPU-1 - 115V AC 50HZ,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AAA , DEF , -   ,2,2, -   , R 2.00 ,"$14,016.25 ","28,032.50"
300100038,SIGNAL CONVERTER SAFMAG- REMOTE MOUNT ACMPU-2 - 230V AC 50HZ,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AAA , DEF , -   ,2,2, -   , R 2.00 ,"$12,742.25 ","25,484.50"
300100039,CONVEYOR ALIGNMENT SWITCH - THERMO FISHER - 10AMP 24V DC IP67 - P/NO XR395042,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AAA , DEF , -   ,1, -   , -   , R -   ,"$3,723.60 ","3,723.60"
300100040,CONTROLE VALVE - 100NB TRI DART TD100A - DATASHEET AF16065 - E-DART,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AAA , DEF , -   ,2,2, -   , R 2.00 ,"$56,819.34 ","113,638.68"
300100041,CONTROLE VALVE - 250NB TRI DART TD250A - DATASHEET AF16065 - E-DART,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AAA , DEF , -   ,7,2, -   , R 2.00 ,"$69,167.25 ","484,170.75"
300100042,FLOAT LEVEL BALL 250MM - N048266286 - OUTOTEC,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AAA , DEF , -   ,2,2, -   , R 2.00 ,"$1,583.88 ","3,167.76"
300100043,VEGASON 62 - SN62.XXAGHKMXX ZC1411929- ULTRASONIC SENSOR - VEGA,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AAA , DEF , -   ,2,2, -   , R 2.00 ,"$12,900.00 ","25,800.00"
300100044,VEGASON 63 - SN63.XXAXHKMXX ZC1411832- ULTRASONIC SENSOR - VEGA,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AAA , DEF , -   ,2,2, -   , R 2.00 ,"$25,470.00 ","50,940.00"
300100045,DART VALVE ACTUATOR 200MM - EDT200-175-DA-M-140 - ACT-0034 - E-DART,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AAA , DEF , -   ,2,2, -   , R 2.00 ,"$6,409.00 ","12,818.00"
300100046,DART VALVE ACTUATOR 160MM - EDT160-105-DA-M-105 - ACT-0022 - E-DART,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AAA , DEF , -   ,2,2, -   , R 2.00 ,"$5,235.00 ","10,470.00"
300100047,DART VALVE ACTUATOR 250MM - EDT250-280-DA-M-245 - ACT-0048 - E-DART,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AAA , DEF , -   ,2,2, -   , R 2.00 ,"$8,247.00 ","16,494.00"
300100048,ATHENA DOSING PUMP - INJECTA PAINT - P/N ATBX3HNPVF000,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AAA , DEF , -   ,2,2, -   , R 2.00 ,"$8,870.40 ","17,740.80"
300100049,VEGA POINTRAC 31 - POINT LEVEL DADIO ACTIVE DETECTOR - INCL DELIVERY,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , BEA101 , BEA , -   ,1,1, -   , R 1.00 ,"$69,353.00 ","69,353.00"
300100050,VEGA - MINITRAC 31 RADIATION BASED SENSOR FOR DENSITY MEASUREMENTS - ZC3448735,3001,Plant WH1,Processing,Instrumentation,Instrumentation,N/A 4,N/A 3,N/A 2,N/A 1,,Active,,  , AAA , DEF , -   ,2,2, -   , R 1.00 ,"$64,520.00 ","129,040.00"
310100001,RENOLIN HO150 - 210LT DRUM - CIRCULATING OIL,3101,Plant WH1,Processing,Lubrication,Lubricants - Oils,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , OIL0001 , BYOIL , -   ,13,12, -   , R 8.00 ,"$5,351.86 ","69,574.14"
310100002,RENOLIN CLP220 - (LUBRENE IGO 220 )- 210LT DRUM - INDUSTRIAL GEAR OIL,3101,Plant WH1,Processing,Lubrication,Lubricants - Oils,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , OIL0001 , BYOIL , -   ,12,12, -   , R 12.00 ,"$5,931.45 ","71,177.40"
310100003,RENOLINE CLP 320 - 210LT DRUM - INDUSTRIAL GEAR OIL,3101,Plant WH1,Processing,Lubrication,Lubricants - Oils,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , OIL0001 , BYOIL , -   ,15,8, -   , R 6.00 ,"$6,012.02 ","90,180.23"
310100004,LUBRENE ANTI LEAK GEAR OIL- 18KG DRUM,3101,Plant WH1,Processing,Lubrication,Lubricants - Oils,N/A 4,N/A 3,N/A 2,N/A 1,,Active,SLO, Slow Moving Stock , OIL0001 , BYOIL , -   ,12,3, -   , R 2.00 ,$908.82 ,"10,905.84"
